path,genre
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00022.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00072.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00064.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00085.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00067.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00089.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00096.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00020.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00058.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00035.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00073.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00008.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00005.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00018.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00075.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00076.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00021.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00085.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00007.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00041.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00090.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00044.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00042.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00042.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00051.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00043.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00025.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00069.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00086.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00005.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00087.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00068.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00082.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00024.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00024.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00033.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00077.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00068.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00026.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00040.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00055.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00068.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00043.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00039.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00001.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00055.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00049.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00069.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00029.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00056.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00043.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00071.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00053.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00016.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00089.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00004.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00030.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00073.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00078.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00018.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00098.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00019.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00027.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00084.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00011.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00067.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00067.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00017.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00031.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00054.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00035.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00024.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00034.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00090.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00065.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00080.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00065.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00085.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00011.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00052.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00042.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00066.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00064.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00026.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00083.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00062.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00086.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00054.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00059.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00049.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00012.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00093.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00095.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00045.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00078.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00010.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00042.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00077.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00052.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00008.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00087.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00058.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00046.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00092.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00035.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00063.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00004.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00099.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00071.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00096.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00092.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00045.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00001.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00099.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00012.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00054.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00087.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00023.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00007.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00061.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00060.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00066.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00050.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00012.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00082.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00072.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00095.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00010.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00042.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00047.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00024.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00040.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00068.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00010.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00078.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00095.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00089.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00042.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00059.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00002.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00027.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00037.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00056.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00024.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00066.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00022.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00094.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00010.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00030.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00014.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00021.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00086.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00076.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00097.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00026.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00087.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00006.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00013.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00082.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00054.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00006.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00021.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00062.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00050.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00013.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00020.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00025.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00058.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00019.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00079.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00053.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00088.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00098.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00023.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00062.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00037.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00085.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00065.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00074.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00065.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00066.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00078.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00076.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00081.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00021.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00033.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00092.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00006.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00073.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00033.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00098.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00055.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00097.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00041.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00096.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00000.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00041.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00089.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00053.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00077.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00013.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00058.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00019.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00088.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00007.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00017.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00016.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00034.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00037.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00002.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00000.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00011.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00094.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00018.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00010.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00028.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00000.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00095.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00069.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00014.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00014.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00016.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\classical\classical.00048.wav,classical
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00024.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00056.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00087.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00053.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00048.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00043.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00049.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00046.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00025.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00081.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00057.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00063.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00068.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00056.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00073.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00080.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00058.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\jazz\jazz.00031.wav,jazz
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00075.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00062.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00025.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00015.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00080.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00081.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\country\country.00003.wav,country
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00003.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\hiphop\hiphop.00021.wav,hiphop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\rock\rock.00050.wav,rock
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00014.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\reggae\reggae.00008.wav,reggae
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00057.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\metal\metal.00039.wav,metal
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\pop\pop.00091.wav,pop
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00093.wav,blues
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\disco\disco.00062.wav,disco
D:\Important\TUKE\3\bc\ast\data\gtzan_wav\genres\blues\blues.00009.wav,blues
